,AHR,AR,ARID2,ARID3A,ARNT,ARNTL,ASCL1,ATF1,ATF2,ATF3,ATF4,ATF6,ATF7,BACH1,BACH2,BATF,BCL11A,BCL6,BHLHE22,BHLHE40,CDX2,CEBPA,CEBPB,CEBPD,CEBPG,CLOCK,CREB1,CREB3,CREB3L1,CREM,CTCF,CTCFL,CUX1,DEAF1,DUX4,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,E2F7,EBF1,EGR1,EHF,ELF1,ELF3,ELF5,ELK1,ELK4,EOMES,EPAS1,ERG,ESR1,ESR2,ESRRA,ETS1,ETS2,ETV1,ETV4,ETV6,FLI1,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXJ2,FOXK1,FOXK2,FOXL2,FOXM1,FOXO1,FOXO3,FOXO4,FOXP1,FOXP2,GABPA,GATA1,GATA2,GATA3,GATA4,GATA6,GFI1B,GLI1,GLI2,GRHL2,HBP1,HES1,HHEX,HIC1,HIF1A,HINFP,HMBOX1,HNF1A,HNF1B,HNF4A,HNF4G,HOXA9,HOXB13,HOXB7,HSF1,IKZF1,IRF1,IRF2,IRF3,IRF4,IRF8,IRF9,JUN,JUNB,JUND,KDM5B,KLF1,KLF13,KLF3,KLF4,KLF5,KLF6,KLF9,KMT2A,KMT2B,LEF1,LHX2,LYL1,MAF,MAFB,MAFF,MAFG,MAFK,MAX,MAZ,MBD1,MBD2,MEF2A,MEF2B,MEF2C,MEIS1,MEIS2,MITF,MNT,MXI1,MYB,MYBL2,MYC,MYCN,MYOD1,NANOG,NCOA1,NCOA2,NCOA3,NEUROD1,NFATC1,NFE2,NFE2L1,NFE2L2,NFIC,NFKB1,NFKB2,NFYA,NFYB,NR1H2,NR1H3,NR1H4,NR2C2,NR2F1,NR2F2,NR2F6,NR3C1,NR4A1,NR5A1,NR5A2,NRF1,ONECUT1,OTX2,PAX5,PAX6,PAX8,PBX2,PBX3,PDX1,PGR,PKNOX1,POU2F1,POU2F2,POU4F2,POU5F1,PPARA,PPARG,PRDM1,PRDM14,PROX1,RARA,RARB,RARG,RBPJ,REL,RELA,RELB,REST,RFX1,RFX2,RFX5,RUNX1,RUNX2,RUNX3,RXRA,RXRB,SATB1,SIX2,SIX5,SMAD1,SMAD3,SMAD4,SMAD5,SNAI1,SNAI2,SNAPC4,SOX10,SOX11,SOX13,SOX2,SOX6,SOX9,SP1,SP2,SP3,SP4,SPI1,SPIB,SREBF1,SREBF2,SRF,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,TAL1,TBP,TBX21,TCF12,TCF3,TCF4,TCF7,TCF7L1,TCF7L2,TEAD1,TEAD2,TEAD4,TFAP2A,TFAP2C,TFAP4,TFDP1,TGIF2,THAP1,THAP11,TP53,TP63,TP73,TWIST1,USF1,USF2,VDR,WT1,XBP1,YBX1,YY1,ZBED1,ZBTB11,ZBTB33,ZBTB7A,ZC3H8,ZEB1,ZEB2,ZFX,ZHX1,ZHX2,ZKSCAN1,ZNF143,ZNF197,ZNF217,ZNF24,ZNF263,ZNF274,ZNF384,ZNF584,ZNF592,ZNF639,ZNF644,ZNF740
TCGA-OR-A5JM,2.0648434,5.244221,2.1818857,2.2472048,2.4058065,1.6068046,1.243959,3.1633203,3.4445238,3.5384603,3.424778,2.6948907,2.2737026,3.4601622,2.8834944,2.2406993,1.5718931,2.2549016,2.0564036,3.3414922,1.4268415,8.02113,3.6137788,4.3169913,2.3593738,1.8235133,4.0429688,2.7899055,2.6981435,2.1410794,5.33482,1.856793,2.8385568,-0.91430604,1.666841,6.4813538,1.0617572,0.9356529,5.3214927,1.6186659,2.4378018,3.2207198,2.8186712,8.336302,-1.2242589,3.8491507,1.3226026,1.7851189,4.3034053,2.2277074,0.76884097,3.2025678,3.7639942,6.187789,2.8156135,3.068679,10.247194,2.0220501,1.8296819,2.9982517,1.1175315,3.5021608,6.548573,2.5572858,3.4923997,5.131277,1.6285547,2.072638,1.5511806,3.4003537,1.2454548,1.4759951,3.8531358,2.4579062,1.8972727,4.7107115,2.2992687,3.0279157,3.0039318,5.14227,5.0807767,1.381438,2.1050785,2.8621192,-0.71590066,1.5830228,1.257508,3.5421057,0.9271881,1.0712166,0.73459905,4.953809,1.6574056,2.5207071,-1.4423923,1.3147594,7.7416987,2.7029998,1.2869523,2.1724374,0.88771653,3.9657938,1.8431392,3.4352722,3.270291,2.36438,1.9596934,1.2786024,2.4214973,4.0238557,2.3993657,3.0485408,1.6483246,3.132478,2.393179,1.4059324,2.5561166,3.4693294,3.6306298,3.5224223,2.6198907,1.6933303,2.1614153,1.3158997,2.9089131,2.2608569,2.0864642,2.4965894,1.9610177,2.3599217,3.3688815,4.4988194,2.5922313,-0.6365968,3.4184883,2.1174648,2.815039,2.149564,2.138555,6.644693,3.6957984,4.0658197,2.5204968,1.7044551,7.6523366,3.085401,1.3066313,0.7975961,2.2889507,1.612726,2.3020205,2.5131984,2.4827244,2.1550553,2.5230699,4.1186986,4.743542,5.431889,2.3880365,3.0934138,2.8654222,2.1226423,1.7175326,-1.3101276,3.836067,2.2592082,3.6419523,2.2265697,2.75795,2.3626006,0.8092295,1.8107011,3.5540948,1.405431,1.7740903,2.1978345,1.6533579,-0.7840843,2.3952901,1.7506593,1.5324696,2.15063,1.9138559,2.2662437,1.884001,1.3984067,1.9005053,2.2622313,3.6647673,1.788248,3.2781696,1.3833961,4.7064953,1.1491258,1.1551831,2.336503,1.7127343,4.8379335,2.722604,1.1383669,1.46256,0.722264,4.0342374,4.53567,1.8967485,1.9315394,3.407316,0.74761087,0.86313957,1.4763716,2.0468085,2.430119,3.2216086,2.3613107,2.0018039,1.4542159,3.054417,1.8978289,1.2886189,1.1046646,2.658156,2.9618914,1.483173,2.3411715,6.637182,2.0462337,2.3051925,2.899967,7.1081553,1.5085329,3.590243,3.843131,5.0801806,7.6910944,4.0700545,5.5873795,2.138661,2.9684289,3.4452248,1.7437582,5.3628325,3.2723672,1.5935161,2.9591522,4.047987,2.4717305,1.5577756,0.95585877,2.5207894,3.242158,2.2391877,2.7951841,3.3317087,6.1981754,1.7017637,3.4523957,1.811531,3.0820358,3.2121115,5.4657745,1.6700776,1.9970156,3.3434503,3.242864,3.7053022,5.4763374,2.2233222,1.3482444,1.2578048,5.2470617,2.3200676,1.6485798,3.5696328,4.179879,-0.84423757,3.1582098,2.7547166,3.4543388,1.5979853,1.810761,2.1916938,2.2912424,1.3656434,1.2748073,-0.85664284,4.637426,0.9166608,3.5700939,1.0609055,1.857123,2.5111604,1.0069697,2.6842787
TCGA-OU-A5PI,1.6196982,4.2613554,2.2924862,1.9808991,2.6107974,1.6977445,1.4976089,3.3179836,2.9871607,2.8651373,3.366643,2.5783408,2.9744573,3.1433728,2.102087,2.0002966,1.3304275,2.0567682,1.6396432,3.5586493,1.5895139,6.682605,3.2864099,3.6161559,2.1307943,2.011877,3.5102532,2.5961099,2.6256588,2.1528697,5.5388474,1.9953572,2.5580714,-1.0616263,2.3329308,5.9239087,1.1867839,1.2823651,6.1202364,1.4718585,2.1795862,2.28365,2.065617,8.734215,-1.1994762,4.0033455,1.1441259,1.5770955,4.421934,2.1127465,1.0202646,3.6554062,2.6127129,5.7570114,2.538032,3.141588,10.220368,0.9676075,2.4936106,2.6976578,0.81765026,2.0549018,5.891539,2.334376,3.4332676,4.970533,1.4174527,2.1086993,1.7187688,3.7403576,-0.8983983,1.3917534,3.2787228,2.9301496,1.5244635,5.20474,1.6195965,3.3828194,2.580333,4.529772,4.9968786,0.5973066,1.1382846,2.5253093,0.8393904,1.4193145,1.342158,3.0715995,0.7973298,1.2532703,1.0436233,5.2166934,1.4995661,2.1110332,-2.538915,-1.1891643,7.342076,1.7052863,1.3494304,1.4934444,1.184254,4.575729,1.1934829,1.5494882,2.375531,2.4793818,1.3756411,-0.77442664,2.1272972,3.5566683,2.2322402,2.8815663,1.3075898,2.5815692,2.7732036,1.7082094,2.315072,3.212887,2.9518127,3.5587287,2.7411668,1.6522397,1.5377209,-0.8900937,1.6331279,1.2243185,2.0762284,1.6371131,1.6239662,1.8418092,3.4714077,4.1198344,2.304079,0.74488086,3.2846112,2.1354163,1.7479324,1.566175,1.9170167,6.4725237,3.596385,4.1310463,1.7908508,1.4856567,7.558573,2.973005,1.4305665,1.1260154,2.735547,2.0841942,1.7185419,2.2955825,1.8727674,2.37778,1.931332,3.6092002,3.614214,4.4061813,2.2149203,3.2467153,2.8866353,2.2481494,2.117683,0.69863576,3.9534953,1.8828633,2.8844461,1.9922493,2.6477625,2.251453,1.0702361,1.3670969,3.899614,1.6109155,1.3336314,2.1181877,1.1144695,0.96478385,1.9310199,1.5918877,1.2674111,2.5686846,1.7040032,2.300367,1.8380883,1.3720012,1.9549822,2.2815754,2.5277984,1.2826122,3.0971122,1.0134894,3.3486938,0.90349716,1.4138958,1.6243382,-0.5483942,4.2804255,2.261618,2.338807,1.8996865,0.9450287,3.2254672,3.6326382,1.2558146,1.567482,2.8036408,-0.7091185,1.1485869,1.3080319,2.0070364,2.0317478,2.847298,2.5199754,2.2534919,1.1704029,3.0512736,2.3235803,0.6928038,1.4910132,1.948112,2.6362534,1.2081918,2.2381878,6.212661,1.8604592,1.9454763,2.4055233,4.9539533,1.0547445,4.2278767,4.0665646,4.5001135,5.6037517,2.4880073,4.7243786,1.1162735,2.5192657,2.4575222,1.1659613,4.6263027,2.6282742,1.1971389,2.5736892,3.4402578,2.4246182,2.1355226,0.58547616,2.4388533,3.003273,2.140141,2.7009833,3.1323981,6.237986,2.1039615,3.2691698,2.0027342,3.0477808,3.0791984,5.4575605,1.9269766,1.6196684,2.5196457,3.4252672,3.4583268,5.226853,1.8862609,1.5558159,0.8523713,5.091993,2.2456446,1.8838753,3.7699962,4.531959,-0.86790437,3.0126216,3.009994,3.17868,2.1290252,1.626935,2.2744408,2.7901564,1.7579904,1.7672065,0.92503184,5.5186853,1.0340127,4.25266,1.142909,2.0953345,2.5942695,1.2694262,2.69301
TCGA-BL-A0C8,2.2639186,4.525388,2.0207734,2.6231115,2.1332479,1.392573,1.4742502,3.586902,3.5435667,3.1942306,2.8939478,2.6656768,2.5013523,4.2422543,2.7013488,2.5865595,1.5976669,2.3847973,2.2625825,3.198348,1.5035788,7.4042273,2.8359706,3.7297857,2.366123,1.6544294,3.5966213,2.7490323,3.0902116,2.3257363,5.8877087,2.1098886,2.7950735,-1.0023292,1.5273043,7.3199058,2.364902,1.9707125,8.028809,1.7726068,2.4877126,3.3400183,2.9851744,8.597936,-0.9576222,3.5721824,1.4008983,1.9500599,4.4387236,2.2676609,0.89769065,3.692296,3.2614586,5.8534164,2.4715734,2.5098267,11.020718,2.6485405,1.5753746,3.5238397,1.1885217,3.888794,6.3695064,2.836554,3.5553453,4.4834375,1.4239242,2.4146206,1.2593791,3.3357148,0.9443875,2.7902977,3.3275824,2.0121205,1.6944345,5.2197647,1.8417279,3.0570648,2.6699739,4.712444,4.889839,1.2195917,1.895728,2.2624075,0.6092213,1.0557942,1.8471823,3.0269687,0.46251485,0.92806685,-0.91816896,5.3984556,1.9445059,2.1412392,-0.5893828,0.6038684,6.845635,2.4418588,1.0622659,1.2874265,0.9632756,3.9260414,2.795344,3.1955616,3.1075823,2.5567229,1.8173431,1.4553895,2.612877,3.7945716,2.937198,3.0992098,1.9440043,2.4931912,2.9607751,1.060916,2.1506286,2.9226425,4.2589025,3.389855,2.2730558,2.3681798,1.7858778,-0.75174487,3.5009086,2.5882847,2.0989022,1.7494333,1.9280399,2.0892801,3.0848105,4.164736,2.6068113,0.6225649,4.0449467,2.0341876,2.2503204,1.9946855,1.5657929,7.1189027,3.4351866,3.8080885,2.3634126,1.9585366,8.602657,3.1266854,1.4977005,0.92006093,2.277587,1.357555,1.9500983,2.6222188,2.4086144,2.9714427,1.9663903,3.6677167,3.9052606,5.2736993,2.234359,2.7700088,3.1969795,2.5666475,1.8453715,-0.58404016,4.0466843,2.6479695,3.2383971,2.08154,2.313832,2.679856,-1.698808,1.4354382,3.1555216,1.0108913,1.5741383,2.1626976,1.6034542,0.7917621,2.2375286,2.2934039,1.6775528,2.0015523,1.7970035,2.0248547,2.224632,1.3420291,2.0122628,2.670057,3.2176812,1.70977,3.1365306,1.4013242,4.666706,1.3836944,1.2767236,3.002293,1.3069693,4.7706537,3.0806105,1.4044738,1.4760725,0.9038724,3.9792762,5.059514,2.1035228,2.5225484,3.0280108,-1.0067348,0.61663616,1.9967961,1.4351419,2.387466,3.4461586,2.2153149,2.0098066,1.4619302,2.3205538,2.159729,0.9798546,0.94359183,2.7336187,2.2576702,1.602079,2.2545388,7.252408,1.9614619,2.7651544,2.5555,7.334161,1.8580542,3.1416414,3.3641696,4.28254,8.09335,3.8327167,5.301493,2.0549655,2.8924594,3.463407,1.6061525,5.768155,3.3164194,1.846999,2.8437014,4.3059,2.3368387,2.2477772,0.56984365,2.7759793,3.1318233,2.0233247,2.690719,3.4188483,6.4677057,2.2048368,4.044439,2.389928,2.876141,3.3134103,6.4796886,2.0747533,1.8172635,2.7761803,3.5892339,3.8510227,5.50902,2.0413933,1.6054194,1.0303687,4.859176,2.4330273,1.9897118,3.6939592,3.843502,0.85205406,3.2066503,3.1723635,3.637797,1.7900283,1.9896235,1.8381345,2.4978077,1.6656773,1.2096223,0.67502016,5.2585835,-1.2606245,3.7733319,1.046863,1.7056203,2.5415242,1.0175811,3.3594742
TCGA-BT-A2LA,2.424704,4.522421,2.1337411,2.0321035,2.5240102,1.6562121,1.8128844,3.702236,3.0136888,3.431038,3.0274472,2.4441223,2.9787493,3.1905057,2.57377,1.2976093,1.1290501,2.4711986,1.6481779,3.3434455,1.4371437,6.0975766,2.9658513,3.9108043,2.1974747,1.9970247,4.080084,2.3317811,2.1713884,2.5450382,4.7396536,2.2650642,3.1055815,0.8480124,1.4878021,6.0503993,1.826964,1.1546142,6.7637253,2.1726403,2.9659414,3.2823994,2.1520007,8.22943,1.5129776,3.5299795,1.7635163,1.9645286,4.7653227,2.110596,-0.63552034,3.3293462,3.108775,5.7694373,2.3516395,2.9754157,10.215069,1.5007341,1.8319159,3.5535784,1.1347191,2.2709112,5.7598414,2.912536,4.3299465,4.4378777,1.8840436,1.8036715,1.7333028,3.825475,1.2512444,2.7718177,3.0872746,2.8129413,1.7178546,5.103478,2.5523853,2.5348866,2.7012763,3.8931398,4.5733695,1.214642,1.875809,2.4831498,0.94532335,0.85454184,3.3186731,3.6272917,0.98774105,0.502371,1.3388253,5.0219517,1.3943077,2.2264755,-2.363762,-0.70357144,6.1461654,2.3064115,1.1125741,1.1426665,1.1886938,3.890512,1.5992643,1.7727956,2.0780244,1.6146547,1.5086578,-0.4895621,2.1179333,4.3836412,3.008174,3.3649316,2.0649307,2.4177544,2.612767,1.8542345,2.9155266,5.428058,3.8047428,3.9478164,3.130311,1.7699299,1.1557056,-1.0356928,1.7774365,1.3768688,1.9197676,1.8682227,1.7151254,1.518746,3.4146843,4.70486,2.4292202,0.6052803,3.1602771,1.9674615,1.7666246,1.7856641,2.0760005,5.663838,4.126007,4.404199,1.6613736,2.4334683,8.316527,3.5152566,1.6459796,0.7382592,2.275143,1.787219,2.0674307,1.9819381,2.5558147,1.537607,1.8820547,3.7933872,4.3560543,4.8425155,2.4631467,3.1014273,2.850939,2.2086117,1.5179701,-1.2065481,3.497169,2.2603402,3.3123693,2.2816129,2.262961,2.2097461,-2.1897259,1.4068937,2.8888893,1.1620843,1.0240011,2.227692,1.2702004,0.73316157,2.6425269,1.7729167,2.0163982,2.143418,1.4317677,1.5796899,1.371145,0.68438476,1.7445576,2.1457782,2.4921272,1.780885,3.0993152,1.3865563,4.7346506,1.820426,1.233069,1.6121054,1.2186815,4.4320226,2.2936866,2.3531373,1.1200204,-1.0169553,3.236102,3.9153125,1.3880851,1.3344865,2.8947234,-0.85073507,0.607367,1.8708593,1.1658148,1.4581455,3.2702408,2.8700833,2.3409686,2.118762,3.3556907,2.0962105,1.0397912,1.097846,2.1066852,1.9003892,1.4419293,3.9904659,6.4835258,2.1730423,1.8704476,2.7359135,5.034484,1.0876601,3.1878989,3.79582,5.191598,6.245235,2.1175659,5.4934974,1.7958139,2.1299553,2.697829,1.2746412,4.2765326,2.8330216,1.301033,2.6207697,3.6889515,2.6510885,1.274641,-0.8735082,2.3033485,2.8091636,1.9442523,2.2916157,3.8249068,6.0873356,1.9805341,3.933054,1.911475,3.720541,2.7002757,6.1618276,3.41804,2.019215,3.3239682,3.038437,2.68133,5.519157,2.1448731,1.4013941,0.7953388,4.816839,1.9715946,1.9469209,3.1192138,4.588289,1.274222,4.040668,2.5270526,3.0745878,1.65821,1.990785,2.1126454,2.5057068,1.3391343,1.3242766,1.2081156,4.7803106,-0.8222086,4.132331,1.0515898,2.2683148,1.9408735,1.0813704,3.2452564
TCGA-BT-A2LD,1.3483309,4.4336963,2.3043265,2.4538627,2.2342565,1.3101571,1.480158,3.7511182,2.8175187,3.6169262,3.7035384,2.622153,2.383899,2.7406673,2.34468,1.0288825,1.1118461,2.4699278,1.527194,3.0288796,1.5631527,6.739406,2.9708023,3.2276,2.0550518,1.7652173,3.518406,2.2077954,2.6877732,2.6179252,5.037556,1.9764416,2.5186892,1.2337583,1.1966074,7.0522385,2.2171724,1.856186,8.211242,1.650644,2.7098422,2.9923766,1.7764071,7.988373,1.7815528,3.8729765,2.7235188,2.2869031,4.138105,1.8499004,0.92458314,3.0989296,2.4573944,6.120808,2.353061,3.1294305,9.2425375,1.8166674,1.814485,3.0822198,0.8554645,2.048687,5.5910006,2.5041246,3.457193,5.079919,2.0365589,1.8243995,1.2379161,3.8588817,0.6084063,3.2725005,3.0085838,2.5795624,1.990856,4.1605687,1.6287805,3.0006254,1.9118832,3.6522527,4.412875,1.3162858,1.8319871,2.2910616,-1.4145911,1.1466334,3.5111475,2.8564792,0.7292105,0.885201,1.0724546,4.30568,1.4228001,2.134264,-1.3206137,0.8159568,6.9011917,2.5324357,1.6258483,1.0594091,1.0374984,4.3476405,1.2335742,2.1124885,2.1484864,2.9282923,1.2736856,-0.9825914,1.8584821,4.0182276,2.7116704,3.4041257,2.3930738,2.5701523,2.4027567,1.2105036,2.9054506,5.406982,3.5963128,3.4935057,2.5063548,2.1634295,1.9821506,1.2329448,1.4191511,1.1670364,1.1369613,1.4079442,1.6199986,1.3178239,2.5820901,4.1431293,2.6201694,1.1252811,2.2022758,1.3781812,1.2833136,1.5098072,1.1859348,6.0572352,4.0856247,3.7043505,2.0914252,1.9883604,7.906219,3.1325943,1.6924626,0.81257343,2.6207778,2.040408,2.3140512,2.167787,1.7243168,1.8941752,1.4114656,3.1720383,3.0075195,4.5316124,1.717245,3.468499,3.5121033,2.8054445,2.2544582,-0.88457817,3.788887,2.530025,2.748925,2.6025174,1.8740895,2.1578302,-1.0733695,1.6333778,2.9624674,0.8074578,0.7441425,1.5801389,1.3941667,1.0728873,2.0786345,1.8697642,1.3461576,1.5781702,1.2685891,1.883455,1.0878288,0.58076316,1.3736206,2.5514822,2.8018944,1.8482875,3.1693616,1.1708907,4.6234035,1.5742725,1.3731337,1.7423931,0.7064333,3.9807572,2.003266,1.5176798,1.37042,-1.4375379,2.7661927,4.416541,1.2078173,1.0542986,2.9997241,0.69618845,1.0643746,1.34715,1.4720148,1.4347745,3.1723988,2.5307295,1.5929734,1.769025,2.9580598,2.1760478,-1.0679759,0.5338542,2.2206507,1.6813369,1.2414865,4.6497545,6.210651,2.4196274,2.3644474,2.6290705,4.6358805,1.0029052,3.6323998,3.9585757,4.179269,6.186942,2.2590437,4.8036227,1.5108901,2.41182,2.1022866,1.4386176,3.6219237,3.1509686,1.0528405,2.096993,4.1707363,2.3114824,0.9111669,0.9403771,2.0434244,2.3939154,1.75478,2.5128465,3.598121,6.330113,2.6493766,3.7232661,2.0425124,3.6385903,3.3631666,5.5703473,3.2259514,1.5943124,2.8788483,3.5799558,3.435281,5.7831726,1.7869817,1.2818617,1.2063601,4.9513073,2.2506006,2.0941637,3.547327,4.222254,1.162683,4.481729,1.9378651,3.383627,1.7286074,1.8656851,2.455596,2.5677028,1.5834152,2.414003,1.6624361,4.4612923,1.2077849,3.623747,0.9838698,1.8065058,2.5398633,1.0909072,3.3541737
TCGA-BT-A3PJ,2.0637963,4.6232343,2.3353858,1.9761748,2.8392394,1.3880736,1.8549696,3.4769158,3.4755454,3.5818152,3.149775,2.720599,2.4910512,3.405772,2.5003958,1.3748156,1.1876917,3.1836946,2.184538,3.6353745,1.9174074,7.0218086,3.2250462,3.8004158,2.7418168,2.4970412,4.4700356,2.607385,2.9357972,2.5565155,5.2294245,2.1440215,3.1635053,-1.0297686,1.5470511,7.017095,2.2552543,2.0119553,7.358478,1.913325,2.6495402,3.0049827,2.2197056,8.994879,1.5273715,4.0732007,2.4194016,1.7864568,4.334334,2.3282344,-1.179657,3.9713366,3.7131171,6.4677014,2.8853903,3.0367248,10.039176,2.5554886,1.5602822,3.9905982,1.4675068,3.0657992,6.638076,3.642515,4.049438,4.95941,2.042259,1.7425328,1.3385367,3.725929,1.4819016,3.0633473,3.002797,2.4815416,1.6723458,4.664837,2.471212,2.811347,2.5520153,4.5283484,5.0042872,1.3852636,1.8342847,2.3340278,-0.672002,1.70445,4.093856,3.1680799,0.87727284,-0.71072453,1.277881,5.1761317,1.2842143,2.1055222,-2.2544756,-0.7021265,7.052346,2.450933,1.0657796,1.8292283,0.622278,4.27436,1.4979637,3.767175,2.9299824,2.29611,1.638389,0.8066104,2.7860336,4.9578896,3.1234956,3.249394,2.0814052,2.0998752,2.824604,1.3071524,3.019163,5.339089,4.408858,4.1427484,2.542825,2.2272468,1.8529811,-1.0248814,2.3662553,1.6680559,2.0616221,1.9876909,1.7553173,2.0079792,3.129691,4.2116017,2.4282758,0.849205,3.4343617,1.5735998,2.2612495,1.8639075,1.5354033,6.247677,4.2648273,3.6622736,2.1307232,1.8654724,8.015379,3.6005402,1.526229,0.92637515,2.4050655,1.9739053,2.113645,2.5374668,2.7695227,2.3252814,1.7871689,3.3664014,4.497167,6.190725,2.6026402,3.2379475,3.0647352,2.4137201,1.7571026,-0.99374455,3.8706071,1.9543449,3.4743865,2.0531986,2.3906686,2.3321126,-1.9515153,1.8907267,3.1267383,1.0510893,1.2642558,2.1246736,1.7713665,-0.39166573,1.8964108,2.1533356,1.4378005,2.1203768,1.5016896,1.8202087,1.937705,0.80232686,1.8630372,2.7725205,3.087555,1.7327754,3.2849107,1.750746,4.9204884,2.0866845,1.3166385,2.5631287,1.6360204,6.011638,2.9364548,1.4817185,1.4321632,-1.4472567,3.146741,4.126082,1.5489781,1.7979822,3.1500087,-0.57052416,0.7283059,1.0829512,1.3286908,1.9824346,4.4447794,2.0964198,1.8701854,1.8572123,3.76363,2.129053,-0.7712427,0.6869857,2.634682,1.9314992,1.4301,3.7194033,7.7383757,2.12154,2.6944737,2.5798993,5.998635,1.1639396,2.8982074,3.4792902,4.7721043,7.4836464,4.3740273,6.059364,2.2507892,2.8471541,3.3305264,1.5187653,4.7241693,3.1911142,1.5465449,3.2881382,4.321162,3.024573,1.2036891,0.6501896,2.2545457,3.315302,1.9340112,2.6547687,4.2617407,6.9381046,2.5913444,4.1879225,2.0835745,3.6839879,2.8593519,6.7250357,3.1261246,1.4352125,3.09515,3.6572516,3.2361522,6.2581124,2.586017,1.712475,1.1914132,4.8880577,2.2213326,1.9974569,3.4971745,4.449806,0.9951998,4.537326,2.661041,3.6149886,1.8541008,2.1482208,2.3725867,2.6453536,1.4115605,1.945423,1.0282146,5.032871,-0.8446783,4.08537,1.1226428,1.7336117,2.140996,1.16353,3.6589117
TCGA-BT-A42E,1.8219954,3.8708892,1.9153779,2.3800218,2.061736,1.1504253,1.4638402,3.7059507,2.9290996,3.5077565,3.4336305,2.5136018,1.9164425,3.5431976,2.5199792,1.9136306,1.824308,2.7382755,1.6891065,3.4613457,0.9649777,6.6248984,2.5782692,3.6421537,2.204157,2.0552807,3.7566314,2.7054625,2.8834095,2.3082764,5.55978,2.0668738,2.7762537,-1.2890942,0.92443347,6.188422,2.2786627,1.9352726,7.46917,1.3827777,2.4726946,2.641351,1.9438552,8.8268385,1.4299334,2.8828912,1.7437941,1.767486,4.8320065,1.8826035,0.9641433,2.9515731,2.7768657,6.1336055,2.552267,3.654975,9.88717,1.7392768,1.2343454,3.4637377,1.3936428,2.582701,5.9587007,2.7747114,3.5093436,4.419506,1.7340138,1.1155335,1.1215241,3.3395917,1.4442537,3.105153,2.8165126,2.0908165,1.6562349,3.933992,2.011544,2.4804904,2.2459128,4.3289537,4.4553785,1.5085813,1.5716625,2.2648916,-1.2983125,1.6789426,3.2534623,2.597144,1.14275,0.6292305,0.9311139,4.283387,1.6747447,2.0904648,-1.7950441,0.625464,6.0065527,2.3833256,0.9462224,0.94070524,1.0885262,3.911223,1.9701548,3.0888472,3.0229025,2.8518195,1.8783172,1.0788301,2.6412723,4.348177,2.0766006,3.188196,2.086244,2.2503228,2.4711673,0.82945716,2.4540412,4.6941233,3.6871495,2.9618752,1.6176287,1.9605541,1.7956337,-0.96783626,2.3406916,2.1207082,2.1705804,1.8378465,1.9070578,1.6715779,2.9302754,3.9091115,2.9575577,1.4848225,2.8502254,1.6548023,1.837806,1.2097511,1.1989936,6.140367,4.1010785,3.7764459,2.1026611,1.8444196,8.855118,3.2586634,1.5090585,-1.0906674,2.1600478,1.4783512,1.598531,2.502434,2.1077921,2.4335434,1.5947948,3.4182374,3.40813,5.2428274,2.495346,3.233334,2.7987175,2.129464,1.8526622,-1.5269376,3.8154695,2.6024961,2.309061,2.2351592,2.324025,1.9235594,-2.1944125,2.051506,3.1174173,0.8589147,0.95407933,2.2328558,1.3409349,-0.94111705,2.0121388,1.5017207,1.3163159,1.6158296,1.2790439,1.6506623,2.2528143,-0.8105171,1.4375614,2.1007729,2.7753017,2.208031,2.5478191,1.1380751,4.565613,1.4686289,0.7806853,2.4729705,2.4678519,5.2411456,2.5575316,1.4366982,1.256374,0.63652086,3.9207954,4.1996374,1.363434,2.2626784,2.9965622,-0.8020376,0.6280416,1.3045099,1.2960398,1.7918148,3.3115752,1.9267207,2.0473344,1.939794,3.4531174,2.44434,0.91062355,-0.4777411,2.360928,1.6801882,1.0904304,3.2264433,6.1645517,1.9933772,1.8815045,2.2204108,6.134761,1.6717703,2.9981523,3.5003865,4.5040298,7.6614985,4.596216,5.516248,2.023971,2.8739614,2.8348982,1.5726962,4.336662,3.318784,2.097956,2.3870933,4.3411565,2.077588,1.5379077,0.55656874,2.1574607,2.6307204,1.8059144,2.2512288,3.4796293,6.5197854,1.9491433,3.4436975,2.2617016,3.4173865,3.6863081,6.573025,3.291028,1.5739106,2.367969,3.2374232,3.1052938,4.9783306,1.6279563,1.938378,0.97929096,4.8435082,2.2882998,1.9179085,3.2825768,4.181144,1.2900627,4.160759,1.9660054,3.5334566,1.4353149,1.7398483,2.3376834,2.6877978,1.1815504,1.666878,1.0744164,4.945939,-1.1512182,3.333307,1.2810705,1.9680876,2.124769,0.9920035,3.609781
